Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),22:25,01:45,03h 20m,809,20 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),22:05,01:30,03h 25m,875,14 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 1529,Ordinary 3+2 Non AC Seater,13:56,19:05,05h 09m,INR 364,34 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1516,A/C Executive (2+3),15:00,18:50,03h 50m,INR 340,1 Seat available,"4.2
137",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1468,Ordinary 3+2 Non AC Seater,15:30,21:20,05h 50m,INR 302,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,21:15,04h 50m,INR 334,27 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9235,A/C Executive (2+3),16:40,22:00,05h 20m,INR 399,42 Seats available,"4.7
15",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,INR 310,21 Seats available,"4.1
32",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,01:00,06h 45m,INR 362,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,675,10 Seats available,"4.8
418",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,06:30,08h 25m,630,2 Seats available,"4.9
113",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,05:30,09h 10m,INR 899,1 Seat available,"4.6
419",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,06:40,08h 40m,817,16 Seats available,"4.7
106",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:45,05:30,07h 45m,INR 739,15 Seats available,"4.1
80",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),22:20,07:30,09h 10m,INR 699,10 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),22:05,05:30,07h 25m,875,8 Seats available,"4.9
12",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),22:25,06:00,07h 35m,809,20 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
RSRTC - 183801,Express Non AC Seater 2+3,15:30,21:00,05h 30m,INR 320,42 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),12:55,18:55,06h 00m,459,7 Seats available,"3.6
23",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Om Sidh Express,Volvo A/C (2+2),17:40,00:00,06h 20m,424,41 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
AdFlixBus,AC Seater (2+2),16:00,22:10,06h 10m,INR 270.54,36 Seats available,"4.5
249",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,384,13 Seats available,"4.0
405",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,384,30 Seats available,"4.3
389",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:30,23:30,06h 00m,464,28 Seats available,"4.8
352",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
AdOrbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),20:30,01:45,05h 15m,525,36 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,384,37 Seats available,"4.1
224",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,INR 499,15 Seats available,"4.4
293",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,INR 409,27 Seats available,"4.4
170",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),17:30,22:35,05h 05m,384,40 Seats available,"4.3
360",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,Bharat Benz A/C Seater (2+2),17:30,00:05,06h 35m,INR 616.07,39 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Kartar Travels Private Limited,Volvo A/C Semi Sleeper (2+2),19:00,23:59,04h 59m,450,27 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),18:00,23:30,05h 30m,INR 699,28 Seats available,"4.7
47",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,02:20,11h 50m,INR 661,30 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,03:15,12h 15m,INR 637,37 Seats available,"4.8
4",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1024,A/C Executive (2+3),16:20,04:15,11h 55m,INR 692,42 Seats available,"3.2
12",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1001,A/C Executive (2+3),17:15,04:00,10h 45m,INR 692,32 Seats available,"3.0
27",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1007,Ordinary 3+2 Non AC Seater,19:00,05:40,10h 40m,INR 637,17 Seats available,"4.4
47",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1028,A/C Executive (2+3),20:15,07:15,11h 00m,INR 673,44 Seats available,"3.6
100",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
FlixBus,Volvo A/C Semi Sleeper (2+2),18:40,01:10,06h 30m,INR 579.46,2 Seats available,"4.5
6",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,01:00,05h 50m,INR 899,7 Seats available,"4.8
38",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,INR 799,18 Seats available,"4.4
57",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,01:00,05h 15m,810,13 Seats available,"5.0
7",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),19:45,01:00,05h 15m,INR 800,9 Seats available,3.2,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,00:50,04h 50m,899,10 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),20:40,01:30,04h 50m,665,8 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,01:05,05h 05m,INR 499,25 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,00:55,04h 50m,808,18 Seats available,"5.0
27",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:20,02:20,05h 00m,800,28 Seats available,3.6,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,01:40,05h 40m,789,14 Seats available,"4.9
10",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,01:45,05h 30m,665,14 Seats available,4.8,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),22:00,02:30,04h 30m,809,27 Seats available,4.2,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
BIR BILLING TRAVELS,Volvo A/C Semi Sleeper (2+2),20:30,01:00,04h 30m,739,10 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,01:50,05h 20m,INR 599,14 Seats available,"4.7
6",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
FlixBus,Volvo A/C Semi Sleeper (2+2),18:00,01:10,07h 10m,INR 579.46,2 Seats available,"4.8
55",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,01:00,06h 30m,INR 899,4 Seats available,"4.8
66",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:31,01:00,06h 29m,INR 899,4 Seats available,"4.8
87",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,01:00,06h 15m,810,13 Seats available,"5.0
30",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,INR 799,17 Seats available,"4.5
136",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00,01:00,06h 00m,810,13 Seats available,"4.8
32",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:30,00:55,05h 25m,808,18 Seats available,"4.8
41",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:15,02:45,05h 30m,863,8 Seats available,"4.8
29",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:29,01:40,06h 11m,789,14 Seats available,"5.0
15",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:10,00:55,05h 45m,974,18 Seats available,"4.8
31",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:40,06h 10m,789,14 Seats available,"4.9
15",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),21:10,02:35,05h 25m,1099,23 Seats available,"4.9
29",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),19:55,02:00,06h 05m,INR 799,22 Seats available,"4.8
12",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,02:20,05h 50m,800,20 Seats available,"4.3
5",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
FlixBus,Volvo A/C Semi Sleeper (2+2),20:00,02:45,06h 45m,INR 716.96,8 Seats available,"3.8
18",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,05:55,08h 35m,618,23 Seats available,"4.7
398",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,06:15,08h 45m,585,22 Seats available,"4.8
130",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,05:55,08h 10m,618,20 Seats available,"4.8
128",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,INR 599,15 Seats available,"4.5
407",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:30,06:40,09h 10m,INR 600,19 Seats available,"4.7
66",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),22:00,07:10,09h 10m,INR 599,30 Seats available,"3.0
17",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,03:30,05h 30m,INR 999,9 Seats available,"4.7
225",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:00,23:00,07h 00m,INR 899,3 Seats available,"4.4
272",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:00,00:15,07h 15m,943,9 Seats available,"4.5
121",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),17:30,23:55,06h 25m,INR 799,13 Seats available,"4.5
122",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,03:15,05h 45m,INR 899,8 Seats available,"4.5
115",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,00:30,06h 30m,INR 799,13 Seats available,"4.7
83",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),18:40,01:15,06h 35m,809,31 Seats available,"4.7
36",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:00,02:30,06h 30m,900,15 Seats available,"4.7
29",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),19:15,01:55,06h 40m,809,16 Seats available,"4.2
45",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:15,00:08,05h 53m,719,27 Seats available,"4.8
15",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),21:30,03:15,05h 45m,1019,18 Seats available,"4.4
136",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,03:10,06h 10m,INR 899,21 Seats available,"4.4
123",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,01:50,06h 20m,INR 949,18 Seats available,"4.6
51",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,02:30,06h 30m,INR 899,23 Seats available,"4.6
50",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:15,02:15,06h 00m,941,20 Seats available,"4.8
24",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,23:50,06h 50m,INR 799,14 Seats available,"5.0
24",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Yolo Bus,Bharat Benz A/C Semi Sleeper (2+2),20:00,01:45,05h 45m,INR 940,12 Seats available,"4.1
55",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),15:30,22:20,06h 50m,763,17 Seats available,"3.6
84",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),17:00,00:30,07h 30m,818,20 Seats available,3.6,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
PAL Travel Lines,Scania A/C Semi Sleeper (2+2),19:00,02:45,07h 45m,809,28 Seats available,3.2,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
HRTC - 290,Ordinary 3+2 Non AC Seater,19:00,05:30,10h 30m,INR 583,21 Seats available,"2.8
19",https://www.redbus.in/bus-tickets/shimla-to-manali,Shimla to Manali
